,titulo,empresa,presencialidad,jornada,experiencia,tipo_contrato,beneficios,salario_min,salario_max,localidad,provincia,comunidad,pais,categoria_empleo
15757,devops engineer,roche,remoto,jornada completa,4.0,no especificado,True,,,Sant Cugat del Vallès,Barcelona,Cataluña,España,data driven
15758,devops engineer,turnblockio,no especificado,jornada completa,1.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15759,software engineer,smallpdf,no especificado,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
15760,software engineer,epam systems,no especificado,no especificado,,no especificado,False,,,Málaga,Málaga,Andalucía,España,programador
15761,software architect,intel corporation,remoto,jornada completa,10.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,programador
15762,software engineer,porsche digital espana,no especificado,no especificado,7.0,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,programador
15763,software engineer,blueground,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
15764,devops,civir,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15765,devops engineer,iptiq,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15766,developer,crealogix,no especificado,jornada completa,5.0,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,programador
15767,developer,ust,no especificado,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,programador
15768,devops engineer,isg personalmanagement gmbh,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15769,project manager,the workshop,no especificado,no especificado,,no especificado,True,,,Málaga,Málaga,Andalucía,España,administracion
15770,senior frontend engineer,zurich seguros,no especificado,jornada completa,5.0,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,otros
15771,solution architect - high performance computing,roche,no especificado,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15772,solution architect,quantion,remoto,no especificado,10.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
15773,fullstack,ebury,no especificado,no especificado,,no especificado,False,,,León,León,Castilla y León,España,programador
15774,software engineer,pepsico,no especificado,no especificado,5.0,no especificado,False,,,Cornellà de Llobregat,Barcelona,Cataluña,España,programador
15775,software engineer,eurovision services sa,remoto,no especificado,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,programador
15776,implementation services engineer,hashicorp,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15777,software engineer,maibornwolff gmbh,no especificado,jornada completa,,no especificado,True,,,Valencia,Valencia,Comunidad Valenciana,España,programador
15778,developer,bd,no especificado,no especificado,,no especificado,True,,,León,León,Castilla y León,España,programador
15779,cloud engineering,ambientjobs,no especificado,no especificado,3.0,no especificado,False,,,Málaga,Málaga,Andalucía,España,sistemas
15780,devops engineer,excelia,no especificado,no especificado,3.0,no especificado,False,,,Málaga,Málaga,Andalucía,España,data driven
15781,cloud engineering,amaris consulting,no especificado,no especificado,,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,sistemas
15782,devops engineer,touchpoint resource ltd,no especificado,jornada completa,,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,data driven
15783,devops,fundacio i2cat,no especificado,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
15784,cloud architect,krimda consulting,remoto,no especificado,3.0,no especificado,False,40000.0,45000.0,,,,España,sistemas
15785,devops engineer,quantexa,no especificado,jornada completa,,no especificado,False,,,Málaga,Málaga,Andalucía,España,data driven
15786,it engineer,norconsulting,no especificado,no especificado,,no especificado,False,,,Pozuelo de Alarcón,Madrid,Comunidad de Madrid,España,sistemas
15787,cloud engineering,dqs,remoto,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15788,devops engineer,roche,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15789,devops engineer,epam systems,remoto,no especificado,,no especificado,False,,,,,,España,data driven
15790,backend engineer,zartis,no especificado,no especificado,,no especificado,False,,,La Unión,Murcia,Región de Murcia,España,otros
15791,devops engineer,turnblockio,no especificado,jornada completa,1.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
15792,lider tecnico de testing 100 remoto,slashmobility,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
15793,computer engineer,between technology,remoto,no especificado,,no especificado,True,30000.0,36000.0,Sant Cugat del Vallès,Barcelona,Cataluña,España,sistemas
15794,software engineer,turnblockio,no especificado,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
15795,devops engineer,irb barcelona,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
15796,cloud engineering,elca,no especificado,jornada completa,,no especificado,True,,,Granada,Granada,Andalucía,España,sistemas
15797,data engineer,glovo,no especificado,no especificado,5.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
15798,data engineer,the workshop,no especificado,no especificado,,no especificado,True,,,Málaga,Málaga,Andalucía,España,data driven
15799,data engineer,bynder,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
15800,backend engineer team lead,crealogix,no especificado,jornada completa,5.0,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,otros
15801,systems engineer,esperanto,no especificado,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
15802,it engineer,languagewire,remoto,jornada completa,,no especificado,False,,,Valencia,Valencia,Comunidad Valenciana,España,sistemas
15803,monitoring  observability administrator women only,alter solutions,no especificado,no especificado,,no especificado,False,,,Valencia,Valencia,Comunidad Valenciana,España,otros
15804,devops engineer,rastreatorcom,remoto,no especificado,4.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15805,cloud engineering,lansweeper,no especificado,jornada completa,,no especificado,True,,,Alicante (Alacant),Alicante,Comunidad Valenciana,España,sistemas
15806,devops engineer,european recruitment,no especificado,no especificado,,no especificado,False,,,Valencia,Valencia,Comunidad Valenciana,España,data driven
15807,engineer,hotelbeds,no especificado,jornada completa,,no especificado,False,,,Valencia,Valencia,Comunidad Valenciana,España,otros
15808,cloud engineering,zooplus,remoto,no especificado,1.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15809,devops engineer,Michael Page,no especificado,no especificado,,no especificado,False,,,,,,España,data driven
15810,front end engineer,nn group,remoto,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
15811,devops,bitpanda,remoto,no especificado,3.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
15812,devops engineer,Michael Page,no especificado,no especificado,,no especificado,True,,,,,,España,data driven
15813,devops engineer,dgtls gmbh,remoto,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
15814,devops engineer,leadtech,remoto,jornada completa,,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,data driven
15815,network engineer,the wise seeker,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15816,monitoring  observability administration services,united its,no especificado,jornada completa,,no especificado,False,,,Valencia,Valencia,Comunidad Valenciana,España,otros
15817,it engineer,roche,no especificado,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
15818,data engineer,bip,remoto,jornada completa,3.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15819,data engineer,landisgyr,no especificado,no especificado,,no especificado,False,,,Sevilla,Sevilla,Andalucía,España,data driven
15820,machine learning engineer,landisgyr,no especificado,no especificado,,no especificado,False,,,Sevilla,Sevilla,Andalucía,España,machine learning engineer
15821,devops engineer,seleccion -it,no especificado,jornada completa,,no especificado,False,50000.0,76000.0,Madrid,Madrid,Comunidad de Madrid,España,data driven
15822,devops engineer,Page Personnel,no especificado,no especificado,3.0,no especificado,False,,,,,Cataluña,España,data driven
15823,sysops engineer eng,geko cloud,no especificado,jornada completa,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
15824,devops engineer,geko cloud,no especificado,jornada completa,3.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
15825,software engineer,the workshop,no especificado,no especificado,,no especificado,True,,,Málaga,Málaga,Andalucía,España,programador
15826,devops engineer,powens,remoto,no especificado,3.0,no especificado,False,,,L'Hospitalet de Llobregat,Barcelona,Cataluña,España,data driven
15827,devops engineer,uve solutions,remoto,no especificado,,no especificado,True,,,Sant Cugat del Vallès,Barcelona,Cataluña,España,data driven
15828,software engineer,abb,no especificado,jornada completa,2.0,no especificado,False,,,Madrigalejo del Monte,Burgos,Castilla y León,España,programador
15829,devops engineer,talan,no especificado,no especificado,5.0,no especificado,True,,,Málaga,Málaga,Andalucía,España,data driven
15830,data engineer,veeva systems,no especificado,jornada completa,3.0,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,data driven
15831,devops engineer,al-agedi business consultancy,no especificado,no especificado,,no especificado,True,,,,,,España,data driven
15832,devops engineer,zemsania,no especificado,no especificado,3.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15833,id engineer,hashicorp,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
15834,data engineer,landisgyr,no especificado,no especificado,,no especificado,False,,,Sevilla,Sevilla,Andalucía,España,data driven
15835,devops engineer,GVM,remoto,no especificado,,no especificado,True,,,Tres Cantos,Madrid,Comunidad de Madrid,España,data driven
15836,devops engineer,fcm lab,no especificado,jornada completa,,no especificado,True,46000.0,56000.0,Barcelona,Barcelona,Cataluña,España,data driven
15837,qa engineer,languagewire,remoto,jornada completa,,no especificado,False,,,Valencia,Valencia,Comunidad Valenciana,España,administracion
15838,data engineer,tui group,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
15839,devops engineer,swiss re,remoto,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15840,data engineer,merkle,remoto,no especificado,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
15841,data engineer,Banco Santander,no especificado,no especificado,3.0,no especificado,False,,,Valencia,Valencia,Comunidad Valenciana,España,data driven
15842,data engineer,lokalise,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
15843,devops engineer,omp,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
15844,data engineer,Hays,no especificado,no especificado,3.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
15845,devops engineer,tokeny solutions,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,data driven
